month,region,country,no_of_visitor_arrivals,year
12,Asia,India,18699,1997
12,Asia,Pakistan,3679,1997
12,Asia,"Sri Lanka, Republic Of",5365,1997
12,Asia,Saudi Arabia,891,1997
12,Asia,Kuwait,270,1997
12,Asia,United Arab Emirates,1138,1997
12,Europe,United Kingdom,25475,1997
12,Europe,Germany,11395,1997
12,Europe,France,5439,1997
12,Europe,Italy,2663,1997
12,Europe,Netherlands,4981,1997
12,Europe,Greece,1222,1997
12,Europe,Belgium-luxembourg,1519,1997
12,Europe,Switzerland,4331,1997
12,Europe,Austria,1156,1997
12,Europe,Scandinavia,7169,1997
12,Europe,CIS & Eastern Europe,4690,1997
12,Americas,USA,29196,1997
12,Americas,Canada,5831,1997
12,Oceania,Australia,30760,1997
12,Oceania,New Zealand,5628,1997
1,Asia,Brunei,4243,1998
1,Asia,Indonesia,76199,1998
1,Asia,Malaysia,43368,1998
1,Asia,Philippines,11731,1998
1,Asia,Thailand,12183,1998
1,Asia,Vietnam,1947,1998
1,Asia,Myanmar,1301,1998
1,Asia,Japan,67732,1998
1,Asia,Hong Kong,22846,1998
1,Asia,"China, People's Republic Of",24498,1998
1,Asia,Taiwan,37008,1998
1,Asia,"Korea, Republic Of",5425,1998
1,Asia,India,17096,1998
1,Asia,Pakistan,2677,1998
1,Asia,"Sri Lanka, Republic Of",3727,1998
1,Asia,Saudi Arabia,910,1998
1,Asia,Kuwait,228,1998
1,Asia,United Arab Emirates,850,1998
1,Europe,United Kingdom,28052,1998
1,Europe,Germany,12081,1998
1,Europe,France,5707,1998
1,Europe,Italy,3253,1998
1,Europe,Netherlands,5124,1998
1,Europe,Greece,961,1998
1,Europe,Belgium-luxembourg,1551,1998
1,Europe,Switzerland,4317,1998
1,Europe,Austria,1270,1998
1,Europe,Scandinavia,8213,1998
1,Europe,CIS & Eastern Europe,5409,1998
1,Americas,USA,28848,1998
1,Americas,Canada,5985,1998
1,Oceania,Australia,35837,1998
1,Oceania,New Zealand,5610,1998
2,Asia,Brunei,3949,1998
2,Asia,Indonesia,64388,1998
2,Asia,Malaysia,45077,1998
2,Asia,Philippines,11310,1998
2,Asia,Thailand,13390,1998
2,Asia,Vietnam,1435,1998
2,Asia,Myanmar,1392,1998
2,Asia,Japan,64790,1998
2,Asia,Hong Kong,21957,1998
2,Asia,"China, People's Republic Of",23345,1998
2,Asia,Taiwan,41068,1998
2,Asia,"Korea, Republic Of",4902,1998
2,Asia,India,16694,1998
2,Asia,Pakistan,3295,1998
2,Asia,"Sri Lanka, Republic Of",3589,1998
2,Asia,Saudi Arabia,990,1998
2,Asia,Kuwait,281,1998
2,Asia,United Arab Emirates,822,1998
2,Europe,United Kingdom,32740,1998
2,Europe,Germany,13531,1998
2,Europe,France,7865,1998
2,Europe,Italy,3148,1998
2,Europe,Netherlands,5190,1998
2,Europe,Greece,880,1998
2,Europe,Belgium-luxembourg,1490,1998
2,Europe,Switzerland,4198,1998
2,Europe,Austria,1492,1998
2,Europe,Scandinavia,8500,1998
2,Europe,CIS & Eastern Europe,3933,1998
2,Americas,USA,30432,1998
2,Americas,Canada,5380,1998
2,Oceania,Australia,28867,1998
2,Oceania,New Zealand,4069,1998
3,Asia,Brunei,5660,1998
3,Asia,Indonesia,63396,1998
3,Asia,Malaysia,44830,1998
3,Asia,Philippines,12981,1998
3,Asia,Thailand,15029,1998
3,Asia,Vietnam,1884,1998
3,Asia,Myanmar,1773,1998
3,Asia,Japan,80598,1998
3,Asia,Hong Kong,24235,1998
3,Asia,"China, People's Republic Of",21438,1998
3,Asia,Taiwan,25321,1998
3,Asia,"Korea, Republic Of",5479,1998
3,Asia,India,17510,1998
3,Asia,Pakistan,3051,1998
3,Asia,"Sri Lanka, Republic Of",4215,1998
3,Asia,Saudi Arabia,993,1998
3,Asia,Kuwait,184,1998
3,Asia,United Arab Emirates,1115,1998
3,Europe,United Kingdom,34719,1998
3,Europe,Germany,15249,1998
3,Europe,France,6780,1998
3,Europe,Italy,3541,1998
3,Europe,Netherlands,5054,1998
3,Europe,Greece,1524,1998
3,Europe,Belgium-luxembourg,2322,1998
3,Europe,Switzerland,4311,1998
3,Europe,Austria,1567,1998
3,Europe,Scandinavia,8403,1998
3,Europe,CIS & Eastern Europe,3948,1998
3,Americas,USA,33056,1998
3,Americas,Canada,5930,1998
3,Oceania,Australia,33050,1998
3,Oceania,New Zealand,4488,1998
4,Asia,Brunei,4981,1998
4,Asia,Indonesia,59552,1998
4,Asia,Malaysia,44793,1998
4,Asia,Philippines,14996,1998
4,Asia,Thailand,17979,1998
4,Asia,Vietnam,1850,1998
4,Asia,Myanmar,1813,1998
4,Asia,Japan,54096,1998
4,Asia,Hong Kong,28389,1998
4,Asia,"China, People's Republic Of",20174,1998
4,Asia,Taiwan,27173,1998
4,Asia,"Korea, Republic Of",5797,1998
4,Asia,India,19397,1998
4,Asia,Pakistan,2445,1998
4,Asia,"Sri Lanka, Republic Of",5080,1998
4,Asia,Saudi Arabia,1685,1998
4,Asia,Kuwait,347,1998
4,Asia,United Arab Emirates,1207,1998
4,Europe,United Kingdom,32177,1998
4,Europe,Germany,16371,1998
4,Europe,France,7338,1998
4,Europe,Italy,2977,1998
4,Europe,Netherlands,4619,1998
4,Europe,Greece,989,1998
4,Europe,Belgium-luxembourg,1910,1998
4,Europe,Switzerland,4529,1998
4,Europe,Austria,1812,1998
4,Europe,Scandinavia,7156,1998
4,Europe,CIS & Eastern Europe,3251,1998
4,Americas,USA,27264,1998
4,Americas,Canada,4725,1998
4,Oceania,Australia,33725,1998
4,Oceania,New Zealand,6505,1998
5,Asia,Brunei,4971,1998
5,Asia,Indonesia,121760,1998
5,Asia,Malaysia,49151,1998
5,Asia,Philippines,14987,1998
5,Asia,Thailand,17320,1998
5,Asia,Vietnam,1708,1998
5,Asia,Myanmar,1777,1998
5,Asia,Japan,56948,1998
5,Asia,Hong Kong,19515,1998
5,Asia,"China, People's Republic Of",23233,1998
5,Asia,Taiwan,30579,1998
5,Asia,"Korea, Republic Of",6294,1998
5,Asia,India,27516,1998
5,Asia,Pakistan,3085,1998
5,Asia,"Sri Lanka, Republic Of",3946,1998
5,Asia,Saudi Arabia,703,1998
5,Asia,Kuwait,188,1998
5,Asia,United Arab Emirates,875,1998
5,Europe,United Kingdom,25235,1998
5,Europe,Germany,11978,1998
5,Europe,France,6309,1998
5,Europe,Italy,2812,1998
5,Europe,Netherlands,4798,1998
5,Europe,Greece,775,1998
5,Europe,Belgium-luxembourg,1402,1998
5,Europe,Switzerland,3336,1998
5,Europe,Austria,1383,1998
5,Europe,Scandinavia,5343,1998
5,Europe,CIS & Eastern Europe,3076,1998
5,Americas,USA,30196,1998
5,Americas,Canada,4770,1998
5,Oceania,Australia,34649,1998
5,Oceania,New Zealand,6875,1998
6,Asia,Brunei,4713,1998
6,Asia,Indonesia,77611,1998
6,Asia,Malaysia,43702,1998
6,Asia,Philippines,12061,1998
6,Asia,Thailand,14562,1998
6,Asia,Vietnam,2021,1998
6,Asia,Myanmar,1485,1998
6,Asia,Japan,65582,1998
6,Asia,Hong Kong,21328,1998
6,Asia,"China, People's Republic Of",20735,1998
6,Asia,Taiwan,33537,1998
6,Asia,"Korea, Republic Of",6441,1998
6,Asia,India,23374,1998
6,Asia,Pakistan,3182,1998
6,Asia,"Sri Lanka, Republic Of",3634,1998
6,Asia,Saudi Arabia,1186,1998
6,Asia,Kuwait,285,1998
6,Asia,United Arab Emirates,1288,1998
6,Europe,United Kingdom,22208,1998
6,Europe,Germany,9134,1998
6,Europe,France,4639,1998
6,Europe,Italy,2482,1998
6,Europe,Netherlands,3668,1998
6,Europe,Greece,962,1998
6,Europe,Belgium-luxembourg,1241,1998
6,Europe,Switzerland,2493,1998
6,Europe,Austria,776,1998
6,Europe,Scandinavia,5157,1998
6,Europe,CIS & Eastern Europe,3271,1998
6,Americas,USA,28239,1998
6,Americas,Canada,3965,1998
6,Oceania,Australia,34608,1998
6,Oceania,New Zealand,7116,1998
7,Asia,Brunei,5133,1998
7,Asia,Indonesia,79119,1998
7,Asia,Malaysia,41413,1998
7,Asia,Philippines,11130,1998
7,Asia,Thailand,15094,1998
7,Asia,Vietnam,1928,1998
7,Asia,Myanmar,1369,1998
7,Asia,Japan,85403,1998
7,Asia,Hong Kong,26338,1998
7,Asia,"China, People's Republic Of",30318,1998
7,Asia,Taiwan,32648,1998
7,Asia,"Korea, Republic Of",8611,1998
7,Asia,India,20872,1998
7,Asia,Pakistan,3688,1998
7,Asia,"Sri Lanka, Republic Of",4265,1998
7,Asia,Saudi Arabia,5303,1998
7,Asia,Kuwait,1582,1998
7,Asia,United Arab Emirates,3659,1998
7,Europe,United Kingdom,26971,1998
7,Europe,Germany,11019,1998
7,Europe,France,6512,1998
7,Europe,Italy,3384,1998
7,Europe,Netherlands,5669,1998
7,Europe,Greece,1098,1998
7,Europe,Belgium-luxembourg,1934,1998
7,Europe,Switzerland,4264,1998
7,Europe,Austria,1351,1998
7,Europe,Scandinavia,6584,1998
7,Europe,CIS & Eastern Europe,3161,1998
7,Americas,USA,28157,1998
7,Americas,Canada,4789,1998
7,Oceania,Australia,40049,1998
7,Oceania,New Zealand,9849,1998
8,Asia,Brunei,3717,1998
8,Asia,Indonesia,76256,1998
8,Asia,Malaysia,38710,1998
8,Asia,Philippines,11293,1998
8,Asia,Thailand,14463,1998
8,Asia,Vietnam,2212,1998
8,Asia,Myanmar,1477,1998
8,Asia,Japan,90011,1998
8,Asia,Hong Kong,30615,1998
8,Asia,"China, People's Republic Of",30923,1998
8,Asia,Taiwan,37063,1998
8,Asia,"Korea, Republic Of",10073,1998
8,Asia,India,18431,1998
8,Asia,Pakistan,3123,1998
8,Asia,"Sri Lanka, Republic Of",5276,1998
8,Asia,Saudi Arabia,4534,1998
8,Asia,Kuwait,1713,1998
8,Asia,United Arab Emirates,3746,1998
8,Europe,United Kingdom,33194,1998
8,Europe,Germany,13756,1998
8,Europe,France,8982,1998
8,Europe,Italy,6950,1998
8,Europe,Netherlands,5265,1998
8,Europe,Greece,1894,1998
8,Europe,Belgium-luxembourg,1901,1998
8,Europe,Switzerland,3295,1998
8,Europe,Austria,1730,1998
8,Europe,Scandinavia,5223,1998
8,Europe,CIS & Eastern Europe,3179,1998
8,Americas,USA,26333,1998
8,Americas,Canada,4809,1998
8,Oceania,Australia,36162,1998
8,Oceania,New Zealand,8134,1998
9,Asia,Brunei,4055,1998
9,Asia,Indonesia,63871,1998
9,Asia,Malaysia,43272,1998
9,Asia,Philippines,10863,1998
9,Asia,Thailand,14238,1998
9,Asia,Vietnam,1715,1998
9,Asia,Myanmar,1390,1998
9,Asia,Japan,80645,1998
9,Asia,Hong Kong,17543,1998
9,Asia,"China, People's Republic Of",18523,1998
9,Asia,Taiwan,21404,1998
9,Asia,"Korea, Republic Of",8791,1998
9,Asia,India,19889,1998
9,Asia,Pakistan,2429,1998
9,Asia,"Sri Lanka, Republic Of",4436,1998
9,Asia,Saudi Arabia,1111,1998
9,Asia,Kuwait,495,1998
9,Asia,United Arab Emirates,1304,1998
9,Europe,United Kingdom,27971,1998
9,Europe,Germany,13437,1998
9,Europe,France,4696,1998
9,Europe,Italy,3151,1998
9,Europe,Netherlands,4457,1998
9,Europe,Greece,985,1998
9,Europe,Belgium-luxembourg,1422,1998
9,Europe,Switzerland,3244,1998
9,Europe,Austria,1126,1998
9,Europe,Scandinavia,4808,1998
9,Europe,CIS & Eastern Europe,2483,1998
9,Americas,USA,23019,1998
9,Americas,Canada,4306,1998
9,Oceania,Australia,39610,1998
9,Oceania,New Zealand,9830,1998
10,Asia,Brunei,3929,1998
10,Asia,Indonesia,73537,1998
10,Asia,Malaysia,38392,1998
10,Asia,Philippines,11221,1998
10,Asia,Thailand,16628,1998
10,Asia,Vietnam,1874,1998
10,Asia,Myanmar,1564,1998
10,Asia,Japan,58112,1998
10,Asia,Hong Kong,21358,1998
10,Asia,"China, People's Republic Of",22143,1998
10,Asia,Taiwan,22512,1998
10,Asia,"Korea, Republic Of",11286,1998
10,Asia,India,22960,1998
10,Asia,Pakistan,2544,1998
10,Asia,"Sri Lanka, Republic Of",4347,1998
10,Asia,Saudi Arabia,1017,1998
10,Asia,Kuwait,232,1998
10,Asia,United Arab Emirates,992,1998
10,Europe,United Kingdom,31285,1998
10,Europe,Germany,15213,1998
10,Europe,France,5315,1998
10,Europe,Italy,3127,1998
10,Europe,Netherlands,5371,1998
10,Europe,Greece,1036,1998
10,Europe,Belgium-luxembourg,1614,1998
10,Europe,Switzerland,4814,1998
10,Europe,Austria,1716,1998
10,Europe,Scandinavia,7443,1998
10,Europe,CIS & Eastern Europe,2790,1998
10,Americas,USA,27087,1998
10,Americas,Canada,5478,1998
10,Oceania,Australia,41035,1998
10,Oceania,New Zealand,7814,1998
11,Asia,Brunei,5165,1998
11,Asia,Indonesia,73958,1998
11,Asia,Malaysia,38597,1998
11,Asia,Philippines,11423,1998
11,Asia,Thailand,14128,1998
11,Asia,Vietnam,2048,1998
11,Asia,Myanmar,1265,1998
11,Asia,Japan,64603,1998
11,Asia,Hong Kong,17287,1998
11,Asia,"China, People's Republic Of",27121,1998
11,Asia,Taiwan,26326,1998
11,Asia,"Korea, Republic Of",13125,1998
11,Asia,India,18623,1998
11,Asia,Pakistan,2554,1998
11,Asia,"Sri Lanka, Republic Of",4411,1998
11,Asia,Saudi Arabia,982,1998
11,Asia,Kuwait,218,1998
11,Asia,United Arab Emirates,972,1998
11,Europe,United Kingdom,32575,1998
11,Europe,Germany,15685,1998
11,Europe,France,5653,1998
11,Europe,Italy,2948,1998
11,Europe,Netherlands,5453,1998
11,Europe,Greece,1115,1998
11,Europe,Belgium-luxembourg,1815,1998
11,Europe,Switzerland,5207,1998
11,Europe,Austria,2026,1998
11,Europe,Scandinavia,7877,1998
11,Europe,CIS & Eastern Europe,3534,1998
11,Americas,USA,30509,1998
11,Americas,Canada,7252,1998
11,Oceania,Australia,34034,1998
11,Oceania,New Zealand,5817,1998
12,Asia,Brunei,8954,1998
12,Asia,Indonesia,100071,1998
12,Asia,Malaysia,48264,1998
12,Asia,Philippines,11681,1998
12,Asia,Thailand,18993,1998
12,Asia,Vietnam,2051,1998
12,Asia,Myanmar,1856,1998
12,Asia,Japan,75193,1998
12,Asia,Hong Kong,21692,1998
12,Asia,"China, People's Republic Of",30831,1998
12,Asia,Taiwan,27721,1998
12,Asia,"Korea, Republic Of",13035,1998
12,Asia,India,21321,1998
12,Asia,Pakistan,2794,1998
12,Asia,"Sri Lanka, Republic Of",6192,1998
12,Asia,Saudi Arabia,933,1998
12,Asia,Kuwait,202,1998
12,Asia,United Arab Emirates,1447,1998
12,Europe,United Kingdom,30812,1998
12,Europe,Germany,11752,1998
12,Europe,France,5878,1998
12,Europe,Italy,3023,1998
12,Europe,Netherlands,5405,1998
12,Europe,Greece,1329,1998
12,Europe,Belgium-luxembourg,1558,1998
12,Europe,Switzerland,4246,1998
12,Europe,Austria,1331,1998
12,Europe,Scandinavia,7934,1998
12,Europe,CIS & Eastern Europe,4012,1998
12,Americas,USA,29493,1998
12,Americas,Canada,6877,1998
12,Oceania,Australia,35602,1998
12,Oceania,New Zealand,5467,1998
1,Asia,Brunei,4629,1999
1,Asia,Indonesia,114115,1999
1,Asia,Malaysia,37231,1999
1,Asia,Philippines,10616,1999
1,Asia,Thailand,15062,1999
1,Asia,Vietnam,1658,1999
1,Asia,Myanmar,1380,1999
1,Asia,Japan,69791,1999
1,Asia,Hong Kong,14612,1999
1,Asia,"China, People's Republic Of",33918,1999
1,Asia,Taiwan,26301,1999
1,Asia,"Korea, Republic Of",17221,1999
1,Asia,India,18325,1999
1,Asia,Pakistan,2093,1999
1,Asia,"Sri Lanka, Republic Of",3998,1999
1,Asia,Saudi Arabia,1355,1999
1,Asia,Kuwait,412,1999
1,Asia,United Arab Emirates,1370,1999
1,Europe,United Kingdom,30889,1999
1,Europe,Germany,13473,1999
1,Europe,France,5516,1999
1,Europe,Italy,5253,1999
1,Europe,Netherlands,5620,1999
1,Europe,Greece,1355,1999
1,Europe,Belgium-luxembourg,1438,1999
1,Europe,Switzerland,4513,1999
1,Europe,Austria,1730,1999
1,Europe,Scandinavia,9042,1999
1,Europe,CIS & Eastern Europe,4933,1999
1,Americas,USA,30107,1999
1,Americas,Canada,7170,1999
1,Oceania,Australia,43320,1999
1,Oceania,New Zealand,6361,1999
2,Asia,Brunei,3560,1999
2,Asia,Indonesia,73732,1999
2,Asia,Malaysia,36404,1999
2,Asia,Philippines,10169,1999
2,Asia,Thailand,14539,1999
2,Asia,Vietnam,2168,1999
2,Asia,Myanmar,1387,1999
2,Asia,Japan,61360,1999
2,Asia,Hong Kong,27059,1999
2,Asia,"China, People's Republic Of",48084,1999
2,Asia,Taiwan,28430,1999
2,Asia,"Korea, Republic Of",14950,1999
2,Asia,India,17054,1999
2,Asia,Pakistan,2425,1999
2,Asia,"Sri Lanka, Republic Of",3916,1999
2,Asia,Saudi Arabia,640,1999
2,Asia,Kuwait,168,1999
2,Asia,United Arab Emirates,881,1999
2,Europe,United Kingdom,35283,1999
2,Europe,Germany,13792,1999
2,Europe,France,6198,1999
2,Europe,Italy,3285,1999
2,Europe,Netherlands,5273,1999
2,Europe,Greece,810,1999
2,Europe,Belgium-luxembourg,1414,1999
2,Europe,Switzerland,4284,1999
2,Europe,Austria,1528,1999
2,Europe,Scandinavia,8295,1999
2,Europe,CIS & Eastern Europe,3277,1999
2,Americas,USA,26527,1999
2,Americas,Canada,7021,1999
2,Oceania,Australia,28788,1999
2,Oceania,New Zealand,4029,1999
3,Asia,Brunei,4189,1999
3,Asia,Indonesia,87192,1999
3,Asia,Malaysia,40066,1999
3,Asia,Philippines,14478,1999
3,Asia,Thailand,18413,1999
3,Asia,Vietnam,1839,1999
3,Asia,Myanmar,1656,1999
3,Asia,Japan,84930,1999
3,Asia,Hong Kong,19209,1999
3,Asia,"China, People's Republic Of",27406,1999
3,Asia,Taiwan,21419,1999
3,Asia,"Korea, Republic Of",16436,1999
3,Asia,India,19968,1999
3,Asia,Pakistan,2950,1999
3,Asia,"Sri Lanka, Republic Of",4827,1999
3,Asia,Saudi Arabia,1634,1999
3,Asia,Kuwait,418,1999
3,Asia,United Arab Emirates,1469,1999
3,Europe,United Kingdom,40521,1999
3,Europe,Germany,18143,1999
3,Europe,France,6935,1999
3,Europe,Italy,3732,1999
3,Europe,Netherlands,5596,1999
3,Europe,Greece,1033,1999
3,Europe,Belgium-luxembourg,1648,1999
3,Europe,Switzerland,4807,1999
3,Europe,Austria,1589,1999
3,Europe,Scandinavia,8974,1999
3,Europe,CIS & Eastern Europe,3533,1999
3,Americas,USA,34533,1999
3,Americas,Canada,9431,1999
3,Oceania,Australia,39232,1999
3,Oceania,New Zealand,5587,1999
4,Asia,Brunei,5092,1999
4,Asia,Indonesia,78634,1999
4,Asia,Malaysia,40327,1999
4,Asia,Philippines,15045,1999
4,Asia,Thailand,25438,1999
4,Asia,Vietnam,1994,1999
4,Asia,Myanmar,1715,1999
4,Asia,Japan,52417,1999
4,Asia,Hong Kong,21430,1999
4,Asia,"China, People's Republic Of",29115,1999
4,Asia,Taiwan,24304,1999
4,Asia,"Korea, Republic Of",15332,1999
4,Asia,India,22968,1999
4,Asia,Pakistan,2908,1999
4,Asia,"Sri Lanka, Republic Of",6254,1999
4,Asia,Saudi Arabia,849,1999
4,Asia,Kuwait,213,1999
4,Asia,United Arab Emirates,1049,1999
4,Europe,United Kingdom,33589,1999
4,Europe,Germany,15209,1999
4,Europe,France,6645,1999
4,Europe,Italy,2546,1999
4,Europe,Netherlands,4591,1999
4,Europe,Greece,939,1999
4,Europe,Belgium-luxembourg,1690,1999
4,Europe,Switzerland,4084,1999
4,Europe,Austria,1441,1999
4,Europe,Scandinavia,6731,1999
4,Europe,CIS & Eastern Europe,3350,1999
4,Americas,USA,25897,1999
4,Americas,Canada,5801,1999
4,Oceania,Australia,35194,1999
4,Oceania,New Zealand,6400,1999
5,Asia,Brunei,4831,1999
5,Asia,Indonesia,122691,1999
5,Asia,Malaysia,48918,1999
5,Asia,Philippines,16309,1999
5,Asia,Thailand,21066,1999
5,Asia,Vietnam,2131,1999
5,Asia,Myanmar,1591,1999
5,Asia,Japan,56751,1999
5,Asia,Hong Kong,16900,1999
5,Asia,"China, People's Republic Of",29293,1999
5,Asia,Taiwan,21435,1999
5,Asia,"Korea, Republic Of",18961,1999
5,Asia,India,32145,1999
5,Asia,Pakistan,3042,1999
5,Asia,"Sri Lanka, Republic Of",4698,1999
5,Asia,Saudi Arabia,943,1999
5,Asia,Kuwait,152,1999
5,Asia,United Arab Emirates,1011,1999
5,Europe,United Kingdom,24425,1999
5,Europe,Germany,12274,1999
5,Europe,France,4923,1999
5,Europe,Italy,2292,1999
5,Europe,Netherlands,4317,1999
5,Europe,Greece,748,1999
5,Europe,Belgium-luxembourg,1335,1999
5,Europe,Switzerland,3307,1999
5,Europe,Austria,1002,1999
5,Europe,Scandinavia,4563,1999
5,Europe,CIS & Eastern Europe,3123,1999
5,Americas,USA,26598,1999
5,Americas,Canada,4945,1999
5,Oceania,Australia,34752,1999
5,Oceania,New Zealand,6862,1999
6,Asia,Brunei,4922,1999
6,Asia,Indonesia,125112,1999
6,Asia,Malaysia,43084,1999
6,Asia,Philippines,14790,1999
6,Asia,Thailand,18133,1999
6,Asia,Vietnam,2218,1999
6,Asia,Myanmar,1901,1999
6,Asia,Japan,65468,1999
6,Asia,Hong Kong,19869,1999
6,Asia,"China, People's Republic Of",24324,1999
6,Asia,Taiwan,28590,1999
6,Asia,"Korea, Republic Of",16872,1999
6,Asia,India,28785,1999
6,Asia,Pakistan,3152,1999
6,Asia,"Sri Lanka, Republic Of",4664,1999
6,Asia,Saudi Arabia,2654,1999
6,Asia,Kuwait,301,1999
6,Asia,United Arab Emirates,1562,1999
6,Europe,United Kingdom,24007,1999
6,Europe,Germany,10499,1999
6,Europe,France,4801,1999
6,Europe,Italy,2523,1999
6,Europe,Netherlands,3875,1999
6,Europe,Greece,874,1999
6,Europe,Belgium-luxembourg,1155,1999
6,Europe,Switzerland,2703,1999
6,Europe,Austria,905,1999
6,Europe,Scandinavia,5424,1999
6,Europe,CIS & Eastern Europe,2638,1999
6,Americas,USA,32718,1999
6,Americas,Canada,4294,1999
6,Oceania,Australia,38786,1999
6,Oceania,New Zealand,9052,1999
7,Asia,Brunei,4423,1999
7,Asia,Indonesia,108181,1999
7,Asia,Malaysia,41136,1999
7,Asia,Philippines,12806,1999
7,Asia,Thailand,20363,1999
7,Asia,Vietnam,2811,1999
7,Asia,Myanmar,1566,1999
7,Asia,Japan,74359,1999
7,Asia,Hong Kong,28532,1999
7,Asia,"China, People's Republic Of",32351,1999
7,Asia,Taiwan,36294,1999
7,Asia,"Korea, Republic Of",21775,1999
7,Asia,India,23973,1999
7,Asia,Pakistan,4388,1999
7,Asia,"Sri Lanka, Republic Of",5413,1999
7,Asia,Saudi Arabia,7018,1999
7,Asia,Kuwait,1890,1999
7,Asia,United Arab Emirates,3707,1999
7,Europe,United Kingdom,31412,1999
7,Europe,Germany,12533,1999
7,Europe,France,6478,1999
7,Europe,Italy,3689,1999
7,Europe,Netherlands,6034,1999
7,Europe,Greece,1238,1999
7,Europe,Belgium-luxembourg,2083,1999
7,Europe,Switzerland,4079,1999
7,Europe,Austria,1456,1999
7,Europe,Scandinavia,7738,1999
7,Europe,CIS & Eastern Europe,3427,1999
7,Americas,USA,30227,1999
7,Americas,Canada,5080,1999
7,Oceania,Australia,44827,1999
7,Oceania,New Zealand,10520,1999
8,Asia,Brunei,5150,1999
8,Asia,Indonesia,91673,1999
8,Asia,Malaysia,38867,1999
8,Asia,Philippines,12806,1999
8,Asia,Thailand,17500,1999
8,Asia,Vietnam,2856,1999
8,Asia,Myanmar,1641,1999
8,Asia,Japan,94967,1999
8,Asia,Hong Kong,30325,1999
8,Asia,"China, People's Republic Of",32085,1999
8,Asia,Taiwan,33295,1999
8,Asia,"Korea, Republic Of",23531,1999
8,Asia,India,21432,1999
8,Asia,Pakistan,3853,1999
8,Asia,"Sri Lanka, Republic Of",6106,1999
8,Asia,Saudi Arabia,4339,1999
8,Asia,Kuwait,2422,1999
8,Asia,United Arab Emirates,4015,1999
8,Europe,United Kingdom,38247,1999
8,Europe,Germany,12825,1999
8,Europe,France,8530,1999
8,Europe,Italy,8601,1999
8,Europe,Netherlands,6125,1999
8,Europe,Greece,2073,1999
8,Europe,Belgium-luxembourg,1766,1999
8,Europe,Switzerland,3387,1999
8,Europe,Austria,1590,1999
8,Europe,Scandinavia,5422,1999
8,Europe,CIS & Eastern Europe,3123,1999
8,Americas,USA,29348,1999
8,Americas,Canada,5495,1999
8,Oceania,Australia,40588,1999
8,Oceania,New Zealand,7625,1999
9,Asia,Brunei,4366,1999
9,Asia,Indonesia,86055,1999
9,Asia,Malaysia,43747,1999
9,Asia,Philippines,13296,1999
9,Asia,Thailand,18338,1999
9,Asia,Vietnam,2166,1999
9,Asia,Myanmar,1725,1999
9,Asia,Japan,83864,1999
9,Asia,Hong Kong,19206,1999
9,Asia,"China, People's Republic Of",22004,1999
9,Asia,Taiwan,23942,1999
9,Asia,"Korea, Republic Of",17294,1999
9,Asia,India,22880,1999
9,Asia,Pakistan,2990,1999
9,Asia,"Sri Lanka, Republic Of",4754,1999
9,Asia,Saudi Arabia,1132,1999
9,Asia,Kuwait,520,1999
9,Asia,United Arab Emirates,1417,1999
9,Europe,United Kingdom,34068,1999
9,Europe,Germany,13483,1999
9,Europe,France,4886,1999
9,Europe,Italy,3425,1999
9,Europe,Netherlands,5491,1999
9,Europe,Greece,1009,1999
9,Europe,Belgium-luxembourg,1641,1999
9,Europe,Switzerland,3283,1999
9,Europe,Austria,1210,1999
9,Europe,Scandinavia,5117,1999
9,Europe,CIS & Eastern Europe,3040,1999
9,Americas,USA,25606,1999
9,Americas,Canada,4445,1999
9,Oceania,Australia,47127,1999
9,Oceania,New Zealand,10205,1999
10,Asia,Brunei,4049,1999
10,Asia,Indonesia,100043,1999
10,Asia,Malaysia,43272,1999
10,Asia,Philippines,14594,1999
10,Asia,Thailand,24510,1999
10,Asia,Vietnam,2410,1999
10,Asia,Myanmar,2009,1999
10,Asia,Japan,67930,1999
10,Asia,Hong Kong,21613,1999
10,Asia,"China, People's Republic Of",26703,1999
10,Asia,Taiwan,21454,1999
10,Asia,"Korea, Republic Of",25851,1999
10,Asia,India,28210,1999
10,Asia,Pakistan,2794,1999
10,Asia,"Sri Lanka, Republic Of",4877,1999
10,Asia,Saudi Arabia,960,1999
10,Asia,Kuwait,232,1999
10,Asia,United Arab Emirates,1170,1999
